Name;MP;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH;CON chance;LAB chance;LIB chance;UKIP chance;Green chance;NAT chance;MIN chance;OTH chance
Rother Valley;Unknown (Reform gain from LAB);5;South Yorkshire;69460;8457;10507;3011;16405;2274;0;0;241;0.036;0.134;0.002;0.828;0.000;0.000;0.000;0.000
Rotherham;Unknown (Reform gain from LAB);5;South Yorkshire;75929;1159;9692;3588;17369;2882;0;1554;934;0.000;0.079;0.000;0.919;0.000;0.000;0.000;0.000
Rugby;Unknown (Reform gain from LAB);7;Warwickshire;74901;11345;11862;5135;14876;4192;0;0;535;0.200;0.229;0.006;0.564;0.001;0.000;0.000;0.000
Ruislip, Northwood and Pinner;David Simmonds;11;Hillingdon;71683;16169;9170;6517;10031;3979;0;0;247;0.781;0.078;0.016;0.121;0.003;0.000;0.000;0.000
Runcorn and Helsby;Unknown (Reform gain from LAB);4;Cheshire;71955;5272;14376;3862;14383;3105;0;0;593;0.005;0.485;0.003;0.507;0.000;0.000;0.000;0.000
Runnymede and Weybridge;Ben Spencer;12;Surrey;73610;15022;7303;10370;11646;2987;0;0;581;0.581;0.036;0.152;0.229;0.001;0.000;0.000;0.000
Rushcliffe;James William Naish;8;Nottinghamshire;79160;11857;18904;6127;13196;5028;0;0;560;0.113;0.692;0.007;0.186;0.002;0.000;0.000;0.000
Rutland and Stamford;Alicia Kearns;8;Leicestershire;71711;15174;7214;7549;14133;3119;0;0;534;0.524;0.023;0.023;0.429;0.000;0.000;0.000;0.000
Salford;Unknown (Reform gain from LAB);4;Central Manchester;83633;2441;12127;4356;13444;6402;0;1069;165;0.001;0.379;0.004;0.596;0.019;0.000;0.000;0.000
Salisbury;John Glen;10;Wiltshire;71553;13532;9132;10772;11633;3420;0;0;624;0.459;0.093;0.193;0.253;0.001;0.000;0.000;0.000
Scarborough and Whitby;Unknown (Reform gain from LAB);5;North Yorkshire;74558;8916;10668;3976;16385;2923;0;0;741;0.083;0.152;0.001;0.763;0.000;0.000;0.000;0.000
Scunthorpe;Unknown (Reform gain from LAB);5;Humber area;74263;8122;8566;3042;15865;2502;0;0;895;0.064;0.084;0.000;0.852;0.000;0.000;0.000;0.000
Sefton Central;Bill Esterson;4;Merseyside;74282;6913;19027;4771;12179;3328;0;0;531;0.011;0.840;0.001;0.146;0.000;0.000;0.000;0.000
Selby;Unknown (Reform gain from LAB);5;North Yorkshire;78055;9643;14334;4289;15868;3723;0;0;410;0.069;0.388;0.000;0.542;0.001;0.000;0.000;0.000
Sevenoaks;Unknown (Reform gain from CON);12;Kent;73708;13930;4902;12126;15356;2686;0;0;576;0.337;0.006;0.178;0.478;0.000;0.000;0.000;0.000
Sheffield Brightside and Hillsborough;Unknown (Reform gain from LAB);5;South Yorkshire;70453;2104;8071;3446;9959;5026;0;2089;1026;0.007;0.316;0.014;0.620;0.042;0.000;0.000;0.000
Sheffield Central;Abtisam Mohamed;5;South Yorkshire;60777;1767;10211;4060;4978;9150;0;614;899;0.000;0.577;0.013;0.041;0.368;0.000;0.000;0.000
Sheffield Hallam;Olivia Blake;5;South Yorkshire;73033;4435;17312;15011;7166;5716;0;336;686;0.004;0.607;0.356;0.029;0.004;0.000;0.000;0.000
Sheffield Heeley;Louise Haigh;5;South Yorkshire;73359;2940;11916;5320;9903;6270;0;617;891;0.005;0.605;0.023;0.325;0.040;0.000;0.000;0.000
Sheffield South East;Clive Betts;5;South Yorkshire;74194;4386;11463;4492;9691;3356;0;1227;1265;0.016;0.611;0.022;0.344;0.006;0.000;0.000;0.000
Sherwood Forest;Unknown (Reform gain from LAB);8;Nottinghamshire;78894;9157;11008;4573;18966;3278;0;0;881;0.042;0.110;0.001;0.845;0.001;0.000;0.000;0.000
Shipley;Anna Dixon;5;West Yorkshire;74130;8207;15172;4088;14159;4203;0;293;573;0.043;0.533;0.003;0.420;0.001;0.000;0.000;0.000
Shrewsbury;Julia Buckley;7;Shropshire;76633;7418;15787;7457;15417;3711;0;0;470;0.027;0.497;0.018;0.456;0.001;0.000;0.000;0.000
Shropshire North;Helen Morgan;7;Shropshire;77594;8290;3121;18987;16194;2261;0;0;559;0.009;0.000;0.637;0.353;0.000;0.000;0.000;0.000
Shropshire South;Unknown (Reform gain from CON);7;Shropshire;76723;12687;4830;13185;17424;2707;0;0;458;0.182;0.003;0.203;0.611;0.000;0.000;0.000;0.000
Sittingbourne and Sheppey;Unknown (Reform gain from LAB);12;Kent;79067;8105;6845;3898;18469;2719;0;0;2058;0.048;0.017;0.003;0.931;0.000;0.000;0.000;0.000
Skipton and Ripon;Unknown (Reform gain from CON);5;North Yorkshire;79251;14429;11489;6245;15266;4084;0;0;929;0.374;0.145;0.015;0.464;0.002;0.000;0.000;0.000
Sleaford and North Hykeham;Unknown (Reform gain from CON);8;Lincolnshire;75807;11832;7875;4838;18715;2979;0;0;1690;0.161;0.030;0.000;0.809;0.000;0.000;0.000;0.000
Slough;Unknown (Reform gain from LAB);12;Berkshire;81512;5231;8889;4279;11109;3067;0;7487;1058;0.077;0.233;0.061;0.570;0.016;0.000;0.041;0.001
Smethwick;Unknown (Reform gain from LAB);7;Black Country;72863;3114;9007;2993;12874;3604;0;1990;814;0.005;0.212;0.003;0.777;0.002;0.000;0.000;0.000
Solihull West and Shirley;Unknown (Reform gain from CON);7;Coventry and Solihull;71813;11946;7459;8665;13228;3963;0;1086;0;0.330;0.050;0.089;0.528;0.002;0.000;0.000;0.000
Somerset North;Unknown (CON gain from LAB);10;Bristol area;74426;14693;13239;8165;11228;4584;0;801;0;0.432;0.308;0.058;0.198;0.003;0.000;0.000;0.000
Somerset North East and Hanham;Dan Norris;10;Bristol area;73887;11974;13645;5827;13446;4553;0;0;571;0.251;0.371;0.022;0.353;0.003;0.000;0.000;0.000
South Holland and The Deepings;Unknown (Reform gain from CON);8;Lincolnshire;78473;11286;5185;4347;20793;2164;0;0;2484;0.097;0.008;0.000;0.894;0.000;0.000;0.000;0.000
South Ribble;Unknown (Reform gain from LAB);4;Lancashire;73420;10203;12399;4906;15116;2846;0;0;380;0.115;0.288;0.003;0.593;0.000;0.000;0.000;0.000
South Shields;Unknown (Reform gain from LAB);3;Newcastle area;68366;2579;8515;3287;16781;4900;0;0;1233;0.001;0.072;0.000;0.922;0.004;0.000;0.000;0.000
Southampton Itchen;Unknown (Reform gain from LAB);12;Hampshire;68379;5681;10300;3753;13708;3773;0;0;345;0.021;0.225;0.008;0.742;0.003;0.000;0.000;0.000
Southampton Test;Unknown (Reform gain from LAB);12;Hampshire;65520;4821;10037;3973;11208;4216;0;938;242;0.025;0.375;0.011;0.579;0.009;0.000;0.000;0.000
Southend East and Rochford;Unknown (Reform gain from LAB);9;Essex;70217;8601;9504;3955;12853;3924;0;0;614;0.131;0.221;0.010;0.635;0.002;0.000;0.000;0.000
Southend West and Leigh;Unknown (Reform gain from LAB);9;Essex;75154;11358;10824;5017;14068;4469;0;0;653;0.258;0.190;0.011;0.537;0.003;0.000;0.000;0.000
Southgate and Wood Green;Bambos Charalambous;11;Enfield;77542;5284;15353;6638;9566;6800;0;797;409;0.009;0.793;0.031;0.139;0.027;0.000;0.000;0.000
Southport;Unknown (Reform gain from LAB);4;Merseyside;73641;7122;12339;6330;14966;2778;0;0;591;0.031;0.332;0.012;0.624;0.000;0.000;0.000;0.000
Spelthorne;Unknown (Reform gain from CON);12;Surrey;73782;11228;8319;8414;13847;3454;0;0;435;0.263;0.074;0.082;0.579;0.000;0.000;0.000;0.000
Spen Valley;Unknown (Reform gain from LAB);5;West Yorkshire;72642;5763;10585;3404;16856;2864;0;0;789;0.007;0.147;0.000;0.845;0.000;0.000;0.000;0.000
St Albans;Daisy Cooper;9;Hertfordshire;72739;8528;5777;22463;9673;3735;0;0;410;0.016;0.003;0.944;0.036;0.001;0.000;0.000;0.000
St Austell and Newquay;Unknown (Reform gain from LAB);10;Cornwall;76140;10018;9941;5691;16262;3689;0;0;798;0.134;0.102;0.014;0.749;0.000;0.000;0.000;0.000
St Helens North;Unknown (Reform gain from LAB);4;Merseyside;75483;2893;12147;3608;18106;3855;0;0;472;0.000;0.155;0.000;0.844;0.000;0.000;0.000;0.000
St Helens South and Whiston;Unknown (Reform gain from LAB);4;Merseyside;71569;2197;10870;4213;16039;3289;0;0;2003;0.000;0.205;0.004;0.789;0.001;0.000;0.000;0.000
St Ives;Andrew George;10;Cornwall;69980;7552;3549;17946;14562;2512;0;0;611;0.019;0.000;0.686;0.295;0.000;0.000;0.000;0.000
St Neots and Mid Cambridgeshire;Ian Sollom;9;Cambridgeshire;78115;10236;6317;16259;13681;3558;0;0;1534;0.112;0.017;0.569;0.299;0.002;0.000;0.000;0.000
Stafford;Unknown (Reform gain from LAB);7;Staffordshire;70608;10578;11203;3974;14671;4241;0;0;561;0.177;0.208;0.002;0.611;0.001;0.000;0.000;0.000
Staffordshire Moorlands;Unknown (Reform gain from CON);7;Staffordshire;69892;10373;8069;3629;17901;3046;0;0;395;0.101;0.032;0.001;0.865;0.000;0.000;0.000;0.000
Stalybridge and Hyde;Unknown (Reform gain from LAB);4;Eastern Manchester;72265;4848;10336;2843;14436;2890;0;1180;629;0.007;0.227;0.001;0.763;0.000;0.000;0.000;0.000
Stevenage;Unknown (Reform gain from LAB);9;Hertfordshire;70086;8613;10932;4982;12920;4105;0;0;406;0.122;0.290;0.012;0.571;0.004;0.000;0.000;0.000
Stockport;Navendu Mishra;4;Eastern Manchester;76625;4194;14441;5355;12346;4750;0;1746;112;0.005;0.620;0.010;0.362;0.002;0.000;0.000;0.000
Stockton North;Unknown (Reform gain from LAB);3;Teesside;70242;5454;9968;2613;16731;2424;0;0;335;0.004;0.095;0.000;0.901;0.000;0.000;0.000;0.000
Stockton West;Matt Vickers;3;Teesside;71868;14491;11303;3900;13766;2847;0;0;580;0.449;0.161;0.001;0.389;0.000;0.000;0.000;0.000
Stoke-on-Trent Central;Unknown (Reform gain from LAB);7;Staffordshire;73693;3403;8306;2856;16813;2895;0;0;1363;0.001;0.066;0.000;0.932;0.000;0.000;0.000;0.000
Stoke-on-Trent North;Unknown (Reform gain from LAB);7;Staffordshire;69790;6403;7502;2744;16232;2739;0;0;830;0.022;0.039;0.002;0.936;0.000;0.000;0.000;0.000
Stoke-on-Trent South;Unknown (Reform gain from LAB);7;Staffordshire;68263;8780;7651;3798;16824;2486;0;0;1013;0.068;0.046;0.002;0.883;0.000;0.000;0.000;0.000
Stone, Great Wyrley and Penkridge;Gavin Williamson;7;Staffordshire;71561;13674;8612;5257;10897;3137;0;0;1756;0.621;0.117;0.009;0.250;0.002;0.000;0.000;0.000
Stourbridge;Unknown (Reform gain from LAB);7;Black Country;68311;8252;8483;3614;14934;2973;0;1487;0;0.076;0.093;0.001;0.829;0.001;0.000;0.000;0.000
Stratford and Bow;Uma Kumaran;11;Newham;80560;2327;11548;5390;8956;8682;0;2289;2551;0.006;0.540;0.032;0.191;0.221;0.000;0.000;0.008
Stratford-on-Avon;Manuela Perteghella;7;Warwickshire;75714;12657;3494;18881;14580;2183;0;0;632;0.125;0.000;0.658;0.216;0.000;0.000;0.000;0.000
Streatham and Croydon North;Steve Reed;11;Lambeth;82829;3573;14856;7601;7972;8634;0;940;241;0.003;0.762;0.059;0.080;0.095;0.000;0.000;0.000
Stretford and Urmston;Andrew Western;4;Central Manchester;75153;4001;14135;4798;12841;5174;0;3679;137;0.007;0.535;0.009;0.439;0.009;0.000;0.000;0.000
Stroud;Simon Joseph Opher;10;Gloucestershire;77912;9401;18544;5437;13716;6077;0;0;464;0.057;0.688;0.006;0.245;0.004;0.000;0.000;0.000
Suffolk Central and North Ipswich;Unknown (Reform gain from CON);9;Suffolk;73046;10930;6739;6615;15727;5514;0;0;652;0.195;0.027;0.023;0.745;0.008;0.000;0.000;0.000
Suffolk Coastal;Unknown (Reform gain from LAB);9;Suffolk;74522;11423;10458;7471;14049;5005;0;0;410;0.254;0.171;0.041;0.527;0.007;0.000;0.000;0.000
Suffolk South;Unknown (Reform gain from CON);9;Suffolk;73385;11611;8386;7422;16006;4389;0;0;413;0.212;0.060;0.037;0.689;0.002;0.000;0.000;0.000
Suffolk West;Unknown (Reform gain from CON);9;Suffolk;77149;10937;7481;5645;17556;3750;0;0;805;0.138;0.022;0.007;0.832;0.001;0.000;0.000;0.000
Sunderland Central;Unknown (Reform gain from LAB);3;Newcastle area;76145;4248;10117;4147;17554;3222;0;0;377;0.001;0.098;0.001;0.899;0.000;0.000;0.000;0.000
Surrey East;Claire Coutinho;12;Surrey;73307;14262;7297;9011;13500;3649;0;0;940;0.464;0.034;0.086;0.414;0.001;0.000;0.000;0.000
Surrey Heath;Al Pinkerton;12;Surrey;71934;13136;3279;16951;11390;2233;0;0;376;0.237;0.000;0.641;0.122;0.000;0.000;0.000;0.000
Sussex Mid;Alison Bennett;12;West Sussex;75969;10423;8429;16981;12668;3041;0;0;432;0.109;0.036;0.645;0.208;0.001;0.000;0.000;0.000
Sussex Weald;Unknown (Reform gain from CON);12;East Sussex;72897;12566;5769;9839;15658;3926;0;0;1057;0.282;0.014;0.107;0.594;0.002;0.000;0.000;0.000
Sutton and Cheam;Luke Taylor;11;Sutton;72302;9282;7093;14444;12308;2713;0;0;335;0.101;0.030;0.562;0.304;0.002;0.000;0.000;0.000
Sutton Coldfield;Unknown (Reform gain from CON);7;Birmingham;74080;13528;10098;5264;14305;3557;0;1161;0;0.390;0.107;0.007;0.495;0.000;0.000;0.000;0.000
Swindon North;Unknown (Reform gain from LAB);10;Wiltshire;73238;10193;10743;4096;14008;3912;0;0;536;0.183;0.227;0.002;0.587;0.001;0.000;0.000;0.000
Swindon South;Heidi Alexander;10;Wiltshire;72596;7147;13983;3956;13964;3835;0;0;428;0.031;0.495;0.004;0.468;0.001;0.000;0.000;0.000
Tamworth;Unknown (Reform gain from LAB);7;Staffordshire;75059;9594;8826;3690;18415;2824;0;406;378;0.065;0.046;0.000;0.889;0.000;0.000;0.000;0.000
Tatton;Esther McVey;4;Cheshire;75978;15766;13288;6752;11326;3495;0;0;342;0.542;0.291;0.011;0.155;0.000;0.000;0.000;0.000
Taunton and Wellington;Gideon Amos;10;Somerset;78116;8375;3915;17363;16534;2721;0;0;397;0.022;0.000;0.545;0.433;0.000;0.000;0.000;0.000
Telford;Unknown (Reform gain from LAB);7;Shropshire;73808;6340;10013;3374;16453;3868;0;0;411;0.017;0.137;0.002;0.842;0.001;0.000;0.000;0.000
Tewkesbury;Cameron Thomas;10;Gloucestershire;73458;11766;3652;15774;12597;3611;0;0;492;0.173;0.001;0.566;0.259;0.000;0.000;0.000;0.000
Thanet East;Unknown (Reform gain from LAB);12;Kent;74940;7841;10365;3583;14756;5367;0;0;817;0.073;0.192;0.007;0.717;0.010;0.000;0.000;0.000
Thirsk and Malton;Unknown (Reform gain from CON);5;North Yorkshire;78484;13362;7609;6747;17515;3296;0;0;801;0.254;0.028;0.011;0.705;0.000;0.000;0.000;0.000
Thornbury and Yate;Claire Young;10;Bristol area;78195;14206;4230;16339;14111;3204;0;0;432;0.279;0.001;0.463;0.256;0.000;0.000;0.000;0.000
Thurrock;Unknown (Reform gain from LAB);9;Essex;73405;6310;9080;3170;14558;3088;0;867;304;0.035;0.121;0.003;0.839;0.001;0.000;0.000;0.000
Tipton and Wednesbury;Unknown (Reform gain from LAB);7;Black Country;74100;4157;6290;2284;16810;2292;0;0;816;0.001;0.013;0.000;0.986;0.000;0.000;0.000;0.000
Tiverton and Minehead;Unknown (Reform gain from LIB);10;Somerset;71843;10613;3267;14474;15505;2811;0;0;445;0.090;0.001;0.409;0.500;0.000;0.000;0.000;0.000
Tonbridge;Tom Tugendhat;12;Kent;72799;15149;6364;6214;14383;6571;0;0;833;0.534;0.009;0.016;0.427;0.013;0.000;0.000;0.000
Tooting;Rosena Allin-Khan;11;Wandsworth;76082;7930;21719;6801;6562;6836;0;828;306;0.017;0.961;0.006;0.009;0.006;0.000;0.000;0.000
Torbay;Unknown (Reform gain from LIB);10;Devon;76179;10265;2857;13227;15975;2487;0;1006;0;0.091;0.000;0.288;0.620;0.000;0.000;0.000;0.000
Torridge and Tavistock;Unknown (Reform gain from CON);10;Devon;74727;11246;6868;10769;17415;3200;0;0;619;0.140;0.015;0.113;0.732;0.000;0.000;0.000;0.000
Tottenham;David Lammy;11;Haringey;75906;1895;13770;5189;7374;8799;0;530;1287;0.000;0.782;0.014;0.065;0.139;0.000;0.000;0.000
Truro and Falmouth;Jayne Kirkham;10;Cornwall;73082;8471;15309;7289;13005;4407;0;0;541;0.061;0.578;0.032;0.325;0.004;0.000;0.000;0.000
Tunbridge Wells;Mike Martin;12;Kent;78738;12787;5418;19048;11932;3517;0;0;648;0.161;0.003;0.713;0.121;0.000;0.000;0.000;0.000
Twickenham;Munira Wilson;11;Richmond upon Thames;74980;8187;7344;23689;8565;4051;0;844;0;0.009;0.008;0.968;0.014;0.000;0.000;0.000;0.000
Tynemouth;Alan Campbell;3;Newcastle area;73469;6807;16611;4786;14038;3995;0;0;861;0.011;0.648;0.002;0.338;0.000;0.000;0.000;0.000
Uxbridge and South Ruislip;Unknown (Reform gain from LAB);11;Hillingdon;74746;11902;10295;4411;12154;5329;0;0;508;0.362;0.237;0.006;0.377;0.016;0.000;0.000;0.000
Vauxhall and Camberwell Green;Florence Eshalomi;11;Lambeth;69658;2252;13536;6732;6152;7580;0;0;306;0.001;0.823;0.047;0.039;0.089;0.000;0.000;0.000
Wakefield and Rothwell;Unknown (Reform gain from LAB);5;West Yorkshire;75067;4460;11654;4499;15222;3036;0;708;429;0.006;0.260;0.003;0.730;0.000;0.000;0.000;0.000
Wallasey;Unknown (Reform gain from LAB);4;Merseyside;74082;2991;14625;3751;15273;4764;0;814;187;0.001;0.438;0.001;0.559;0.001;0.000;0.000;0.000
Walsall and Bloxwich;Unknown (Reform gain from LAB);7;Black Country;75968;3653;6828;2571;14919;3160;0;5260;0;0.004;0.042;0.002;0.946;0.002;0.000;0.002;0.000
Walthamstow;Stella Creasy;11;Waltham Forest;76338;2119;16971;5264;7550;9900;0;1278;929;0.001;0.853;0.009;0.038;0.099;0.000;0.000;0.000
Warrington North;Unknown (Reform gain from LAB);4;Cheshire;70601;4969;11987;3882;16037;2354;0;0;585;0.002;0.238;0.003;0.756;0.000;0.000;0.000;0.000
Warrington South;Sarah Edith Hall;4;Cheshire;78399;7786;16243;5791;14859;3251;0;0;477;0.029;0.552;0.007;0.412;0.000;0.000;0.000;0.000
Warwick and Leamington;Matt Western;7;Warwickshire;76294;7832;17132;5913;11379;5633;0;0;325;0.036;0.772;0.009;0.174;0.008;0.000;0.000;0.000
Warwickshire North and Bedworth;Unknown (Reform gain from LAB);7;Warwickshire;69752;8455;8235;3323;17962;2793;0;0;379;0.045;0.034;0.000;0.920;0.000;0.000;0.000;0.000
Washington and Gateshead South;Unknown (Reform gain from LAB);3;Newcastle area;70972;3411;10428;2943;17438;2233;0;0;604;0.000;0.100;0.000;0.899;0.000;0.000;0.000;0.000
Watford;Matt Turmaine;9;Hertfordshire;73000;7195;11170;7859;11044;3527;0;2068;72;0.079;0.383;0.112;0.420;0.005;0.000;0.000;0.000
Waveney Valley;Unknown (Reform gain from Green);9;Suffolk;73056;10753;3216;3627;15079;14962;0;0;537;0.118;0.001;0.002;0.450;0.429;0.000;0.000;0.000
Weald of Kent;Unknown (Reform gain from CON);12;Kent;75988;14723;7830;5997;16872;4462;0;0;401;0.372;0.024;0.011;0.591;0.001;0.000;0.000;0.000
Wellingborough and Rushden;Unknown (Reform gain from LAB);8;Northamptonshire;77559;8447;10058;4162;16916;3551;0;0;528;0.051;0.106;0.002;0.841;0.000;0.000;0.000;0.000
Wells and Mendip Hills;Tessa Munt;10;Somerset;72051;10473;3611;17717;12970;2974;0;0;1256;0.093;0.001;0.687;0.218;0.000;0.000;0.000;0.000
Welwyn Hatfield;Andrew Lewin;9;Hertfordshire;75259;10623;13986;5086;13333;3912;0;0;247;0.151;0.450;0.006;0.392;0.001;0.000;0.000;0.000
West Bromwich;Unknown (Reform gain from LAB);7;Black Country;74026;3852;9300;3287;15274;3184;0;0;888;0.004;0.132;0.000;0.863;0.000;0.000;0.000;0.000
West Ham and Beckton;Unknown (Reform gain from LAB);11;Newham;78790;2488;9126;3926;9348;5183;0;5151;254;0.010;0.404;0.024;0.504;0.045;0.000;0.012;0.000
Westmorland and Lonsdale;Tim Farron;4;Cumbria;72029;6796;3868;22048;12611;2106;0;0;402;0.002;0.001;0.918;0.078;0.000;0.000;0.000;0.000
Weston-super-Mare;Unknown (Reform gain from LAB);10;Bristol area;71396;8925;9976;4820;13947;4030;0;0;384;0.133;0.182;0.015;0.664;0.005;0.000;0.000;0.000
Wetherby and Easingwold;Alec Shelbrooke;5;North Yorkshire;74334;15300;10484;6340;13968;4368;0;0;691;0.485;0.125;0.016;0.371;0.001;0.000;0.000;0.000
Whitehaven and Workington;Unknown (Reform gain from LAB);4;Cumbria;73198;4928;14098;3139;16753;2147;0;0;271;0.001;0.324;0.000;0.675;0.000;0.000;0.000;0.000
Widnes and Halewood;Unknown (Reform gain from LAB);4;Cheshire;71233;2396;13803;3332;14991;3015;0;933;0;0.000;0.402;0.000;0.597;0.000;0.000;0.000;0.000
Wigan;Unknown (Reform gain from LAB);4;Western Manchester;77537;3563;11973;3694;17773;2214;0;0;1949;0.002;0.201;0.001;0.795;0.000;0.000;0.000;0.000
Wiltshire East;Unknown (Reform gain from CON);10;Wiltshire;73878;12152;7923;8526;14751;3003;0;0;498;0.259;0.057;0.069;0.614;0.001;0.000;0.000;0.000
Wiltshire South West;Unknown (Reform gain from CON);10;Wiltshire;72809;11723;7893;7189;14716;3392;0;0;767;0.255;0.051;0.049;0.643;0.002;0.000;0.000;0.000
Wimbledon;Paul Christopher Kohler;11;Merton;76352;10294;10580;20309;8101;3497;0;534;237;0.058;0.073;0.849;0.019;0.000;0.000;0.000;0.000
Winchester;Danny Chambers;12;Hampshire;78289;12125;4670;23523;11524;3400;0;0;483;0.063;0.000;0.887;0.049;0.000;0.000;0.000;0.000
Windsor;Jack Rankin;12;Berkshire;73334;13436;7175;9713;9952;3329;0;599;858;0.567;0.051;0.185;0.196;0.000;0.000;0.000;0.000
Wirral West;Matthew Patrick;4;Merseyside;72838;9033;17014;5512;12581;4160;0;0;268;0.049;0.701;0.006;0.244;0.000;0.000;0.000;0.000
Witham;Unknown (Reform gain from CON);9;Essex;79072;13444;8600;5618;17617;4094;0;0;930;0.256;0.048;0.005;0.690;0.001;0.000;0.000;0.000
Witney;Charlie Maynard;12;Oxfordshire;75448;13492;4163;16516;12293;2838;0;0;612;0.263;0.003;0.552;0.181;0.000;0.000;0.000;0.000
Woking;Will Forster;12;Surrey;72977;9189;4878;18967;10962;2712;0;0;301;0.046;0.003;0.852;0.099;0.000;0.000;0.000;0.000
Wokingham;Clive Jones;12;Berkshire;75082;14689;4001;20682;10055;3107;0;0;368;0.198;0.001;0.762;0.039;0.000;0.000;0.000;0.000
Wolverhampton North East;Unknown (Reform gain from LAB);7;Black Country;70715;6008;7179;2698;14606;2891;0;0;363;0.020;0.045;0.000;0.934;0.000;0.000;0.000;0.000
Wolverhampton South East;Unknown (Reform gain from LAB);7;Black Country;77473;2929;8887;2387;15572;2924;0;1083;0;0.001;0.076;0.000;0.923;0.000;0.000;0.000;0.000
Wolverhampton West;Unknown (Reform gain from LAB);7;Black Country;77851;6576;11451;3983;14649;3915;0;466;1008;0.031;0.290;0.003;0.675;0.000;0.000;0.000;0.000
Worcester;Unknown (Reform gain from LAB);7;Hereford and Worcestershire;74931;7366;12703;5275;14126;5254;0;0;442;0.045;0.389;0.005;0.553;0.007;0.000;0.000;0.000
Worcestershire West;Unknown (Reform gain from CON);7;Hereford and Worcestershire;79242;14554;5622;12204;16062;5036;0;0;636;0.343;0.008;0.154;0.492;0.002;0.000;0.000;0.000
Worsley and Eccles;Unknown (Reform gain from LAB);4;Central Manchester;78643;5246;13149;3619;15732;3407;0;562;447;0.006;0.319;0.000;0.673;0.001;0.000;0.000;0.000
Worthing East and Shoreham;Tom Rutland;12;West Sussex;74738;8161;15955;5084;14206;4053;0;0;545;0.043;0.567;0.007;0.379;0.003;0.000;0.000;0.000
Worthing West;Unknown (Reform gain from LAB);12;West Sussex;77038;12752;13366;5020;13851;4624;0;0;534;0.273;0.323;0.011;0.388;0.004;0.000;0.000;0.000
Wrekin, The;Unknown (Reform gain from CON);7;Shropshire;78942;11393;8868;6414;17945;4078;0;0;681;0.140;0.052;0.011;0.796;0.001;0.000;0.000;0.000
Wycombe;Unknown (Reform gain from LAB);12;Buckinghamshire;73846;7799;10999;6722;11272;3359;0;2282;975;0.110;0.356;0.082;0.446;0.005;0.000;0.000;0.000
Wyre Forest;Unknown (Reform gain from CON);7;Hereford and Worcestershire;77394;9939;8003;4865;18203;3276;0;0;1293;0.101;0.044;0.005;0.848;0.001;0.000;0.000;0.000
Wythenshawe and Sale East;Mike Kane;4;Central Manchester;77765;4284;13106;3731;12221;4106;0;932;229;0.005;0.549;0.003;0.441;0.002;0.000;0.000;0.000
Yeovil;Adam Dance;10;Somerset;79700;9450;2998;16867;15450;3243;0;0;740;0.047;0.000;0.554;0.398;0.000;0.000;0.000;0.000
York Central;Rachael Maskell;5;North Yorkshire;79557;3612;16210;5113;11678;6337;0;0;533;0.001;0.745;0.004;0.240;0.009;0.000;0.000;0.000
York Outer;Luke Charters;5;North Yorkshire;76228;9227;17411;7049;12577;3056;0;0;468;0.050;0.718;0.013;0.217;0.001;0.000;0.000;0.000
Aberafan Maesteg;Unknown (Reform gain from LAB);6;West Glamorgan;72580;2413;10605;2421;14668;1685;5599;0;665;0.001;0.225;0.000;0.762;0.000;0.012;0.000;0.000
Alyn and Deeside;Unknown (Reform gain from LAB);6;Clwyd;75790;6801;12181;3179;15314;1664;4691;0;926;0.028;0.294;0.000;0.671;0.000;0.006;0.000;0.000
Bangor Aberconwy;Unknown (Reform gain from LAB);6;Clwyd;69023;7360;9667;2689;10963;1362;10215;0;513;0.077;0.244;0.001;0.386;0.000;0.291;0.000;0.000
Blaenau Gwent and Rhymney;Unknown (Reform gain from LAB);6;Gwent;70153;2594;9200;2644;9557;2011;4826;520;1353;0.008;0.454;0.001;0.486;0.000;0.049;0.000;0.000
Brecon, Radnor and Cwm Tawe;Unknown (Reform gain from LIB);6;Powys;73114;8960;8194;9942;13588;1460;3565;0;507;0.114;0.092;0.178;0.610;0.000;0.004;0.000;0.000
Bridgend;Unknown (Reform gain from LAB);6;Mid Glamorgan;73152;5348;12277;3362;13156;1880;4363;0;1486;0.018;0.436;0.000;0.533;0.001;0.010;0.000;0.000
Caerfyrddin (Carmarthen);Ann Davies;6;Dyfed;74003;7193;7604;2598;12213;1304;15122;443;316;0.028;0.052;0.000;0.291;0.000;0.629;0.000;0.000
Caerphilly;Unknown (Reform gain from LAB);6;Gwent;72643;4080;9689;2634;12462;1574;9269;0;350;0.007;0.228;0.000;0.584;0.000;0.181;0.000;0.000
Cardiff East;Jo Stevens;6;South Glamorgan;72873;3290;10557;6475;10309;3684;5620;0;367;0.008;0.442;0.063;0.445;0.001;0.040;0.000;0.000
Cardiff North;Anna McMorrin;6;South Glamorgan;71335;8529;15075;4221;9651;2583;7546;0;288;0.083;0.706;0.002;0.162;0.000;0.046;0.000;0.000
Cardiff South and Penarth;Stephen Doughty;6;South Glamorgan;72613;5336;11960;3780;8191;4317;6547;0;281;0.037;0.674;0.011;0.196;0.009;0.072;0.000;0.000
Cardiff West;Alex Barros-Curtis;6;South Glamorgan;75473;6151;11373;3455;10056;2563;11118;0;834;0.031;0.376;0.002;0.239;0.000;0.351;0.000;0.000
